customer_text,spotify_reply
"@SpotifyCares Sorry I was born in 1986, what is DM? DO you mean private message?","@177705 Hi there, the cavalry's here! Can you DM us your username and email address? We'd love to help out /JI https://t.co/ldFdZRiNAt"
@SpotifyCares It's ok. I don't have a Spotify subscription so there's no point. I was just testing it out for the Windows 10 Mobile community.,"@177705 No worries at all! That would be correct, just fire over your username and email address in a private message. We'll do some digging /JI https://t.co/ldFdZRiNAt"
"@SpotifyCares 2/2 I realize the application is in maintenance mode which means no new features, but it should mean bug fixes for paying customers.",@177704 Got it. Could you send us a DM with your account's email address or username? We'll take a closer look /AY https://t.co/ldFdZRiNAt
@SpotifyCares Galaxy S7 and 8.4.21.508 for spotify version. It's up to date and does not need any updates.,"@177868 Hi there. We're sorry you feel that way. Can you let us know what device, OS, and Spotify version you're running? /LM"
@SpotifyCares Lol my sisters clever! It was my earphones 🤷🏼‍♀️😂,@178110 Hey Becky! That's not cool. Does logging out &gt; restarting the device &gt; logging back in help? Keep us posted /CG
"@SpotifyCares this just felt like i was being mocked but i will gladly take the panther theme, still LMAO. TYVM. hope it gets sorted out asap. &lt;3",@178315 Got it. We'll get this reported. Great detective work! https://t.co/LpsmyUtme0 /RC
@SpotifyCares Any news on this one? When can we expect this to get fixed?,"@178315 You're welcome! Don't worry, our Content team will look into this as soon as possible. For anything else, we're just a tweet away 🙂 /RC"
@SpotifyCares Fixed. ty &lt;3,"@178315 Hey Cluda! We don't have any info on this right now, but we've already reported this to the right team. Hopefully we'll have a fix soon /GU"
@SpotifyCares Already did!,@178473 Hi. Can you try reinstalling the app using the steps here: https://t.co/EqisDMwZAT? Keep us posted /LM
@SpotifyCares  https://t.co/1Cmu2SBwPU,@178473 Can you send us a screenshot of how your app looks? We'll see what else we can suggest /LM
"@SpotifyCares Wow Spotify really does care, nothing but respect for my streaming service https://t.co/03hRkCRRZP","@178475 Hey Erin! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: https://t.co/0i8GpimuDa /NG"
@SpotifyCares Thanks. Still works for me thankfully. Is a great feature. Please don't remove it!,@178566 Hi there! Can you let us know where you got this info? We'll take a look backstage /LM
"@SpotifyCares I’m running Spotify 8.4.22.515 and iOS 11.0.3
Spotify songs don’t show on my lock screen while playing anymore.",@178569 Hey Jonathan! Can you let us know the exact Spotify version you're running? We'll see what we can suggest /NG
@SpotifyCares Windows10 - latest desktop version. :) &lt;3,"@178571 Hey Pernille! Can you let us know your device, operating system, and Spotify version? We'll see what we can suggest /JP"
@SpotifyCares  https://t.co/v7fYDh8Oru,"@178803 Hey there! Just to check, are you referring to Cyka Blyat by DJ Blyatman? /JP"
@SpotifyCares Germany i guess,"@178803 Thanks for clarifying! Just to check, what country is your account set to? /JP"
@SpotifyCares No. Capital Bra,"@178803 Hey there! Just to check, are you referring to Cyka Blyat by DJ Blyatman? /JP"
@SpotifyCares every time I try to link my twitter it goes to a blank page,@178814 Hey there! We have more info on how to get verified here: https://t.co/hsShoprCy3. Let us know if you have more questions /MO
"@SpotifyCares thank you I filled the information out, hopefully it gets me verified",@178814 Our friends in Artist Support are the right folks to help with this. You can get in touch with them here: https://t.co/p1wbtdELHu /MO
@SpotifyCares The Spotify Connect button appears to be greyed out for me on the Windows 10 Application.,"@179080 2: it on to our devs. In the meantime, you can control Spotify using Spotify Connect. More info on this at https://t.co/64CIqASpvY /LM"
@SpotifyCares tell the right time tht i want it asap and tht ill pay them in cheez its,"@179149 1: We understand you'd like to see this feature, and we'll let the right team know it's something you'd like to see."
@SpotifyCares iOS 11.0.3 and Spotify 8.4.25,@179241 Hey Kelvin! Can you let us know the exact iOS and Spotify versions you're using? We'll see what we can suggest /RH
@SpotifyCares Yesss you fixed it! 😍 https://t.co/HvS9R5uQcV,@179241 Thanks. Can you try logging out &gt; restarting your phone &gt; logging back in? Let us know if that makes a difference /RH
@SpotifyCares i already did. both phones.,@179251 Thanks! Let's try reinstalling Spotify on your android devices following these steps: https://t.co/3FU57oyTNJ. Let us know how it goes /BH
@SpotifyCares done. thanks.,@179251 Alright! Could you DM us your Spotify account's email address? We'll take a look under the hood /BH https://t.co/ldFdZRiNAt
@SpotifyCares Weird. I didn't do anything and it just started working. ¯\_(ツ)_/¯  Cheers.,"@179253 Got it. If that doesn't work, could you try a reinstall following the steps at https://t.co/EqisDMwZAT? Let us know how it goes /VK"
"@SpotifyCares Both, happens when I'm on data, on different wifis on the phone, with downloaded and not downloaded songs, and different pcs","@179263 Hmm, that's odd. Just to check, is this issue happening on WiFi, 3G/4G, or both? We'd also recommend trying different connections /MT"
@SpotifyCares Awesome Thanks @SpotifyCares :D,@179273 Hey Landon! It’s great to hear you’re looking to put music on Spotify! You can find all the info you need at https://t.co/iWkrqk26O4 /RV
@SpotifyCares Cool. I can assure that everybody at work feels the same as I do,"@179398 Got it. We can confirm this is intended behavior. Not to worry, we'll pass on your feedback to the right team /MT"
@SpotifyCares I just had to be more patient. Signed up today,@179709 Hey! We have some more information on this here: https://t.co/Peyq1ETDeT /NQ
"@SpotifyCares im lookidng for a a&amp;r are manager   i got good musoc need so.e help
https://t.co/tifxFOFUbP",@179971 Hey there! We'll help out. Can you let us know what's happening exactly? We'll see what we can suggest /AN
@SpotifyCares its already on there i need a manager and A&amp;R,@179971 Got it. It’s great to hear you’re looking to put music on Spotify! You can find all the info you need at https://t.co/iWkrqk26O4 /NS
"@SpotifyCares I don’t know what incognito window is. Anyway, I already shut off my computer for the night. I’ll tell you tomorrow if it still does this...",@180192 Got it. Does the same thing happen when you use an incognito window? /AP
@SpotifyCares I’ll let you know tomorrow if anything changed.,@180192 You can press Ctrl+Shift+N to open an incognito window. It helps avoid cached data/cookies from interfering the process. Keep us posted! /AP
"@SpotifyCares Well, things seem to be working now. It's playing the right song now. I guess shutting off my computer &amp; turning it back on fixed it.",@180192 Sounds like a plan! We'll wait for your update. Good night 🙂 /AP
@SpotifyCares Thank you!!! :) I appreciate it so much!!! :),"@180736 We understand how you feel, but don't worry, we'll make sure to pass on your feedback to the right folks /RB"
@SpotifyCares I have local files that I want to play on Sp and They won't sync to my mobile device.,@180971 Hey Matthew! Can you tell us more about what's happening? We'll see what we can suggest /RH
@SpotifyCares Did that,@180971 Can you try reinstalling the app on both your devices? Just follow the steps at https://t.co/EqisDMwZAT. Keep us posted /RH
@SpotifyCares It still won't let me log into my Spotify account on the Groove app to move my music. Windows and the app are up-to-date. @115890,@181049 2: https://t.co/Peyq1ETDeT. We'll be right here if you need help with anything else /MT
@SpotifyCares Sorry nevermind. My small account wasn't worth the troubleshooting. I just made a new account.  Thanks for jumping on this.,@181049 Got it. Could you DM us your account's email address or username? We'll take a look under the hood /AN https://t.co/ldFdZRiNAt
"@SpotifyCares I have restarted my phone a few times since it started doing it, didn't help","@181187 Thanks! Does logging out and back in to your account help? If not, can you check if restarting your phone does the trick? /DD"
"@SpotifyCares I rebooted my phone. It turns off when my lock screen kicks in, didn't do that before. Will tinker and see.","@181187 Thanks! Does logging out and back in to your account help? If not, can you check if restarting your phone does the trick? /DD"
"@SpotifyCares Hi, i'im ima, seems like my premium account has been hacked &amp; i can't login via username/email, what to do?","@181254 Hey! We can help out in English via Twitter, but we also have Indonesian support via email at https://t.co/ZgU70TbP8M /AR"
"@SpotifyCares Invoice ID
P039C2031A    10/2  Thanks.  Refund as many months as you'd like to my PayPal account..  :)",@181367 2: Just be careful not to include your 16-digit card number for security. We'll be waiting /JE https://t.co/ldFdZRiNAt
@SpotifyCares ios 11 on iphone 8.4.20.535 no error msg,"@181496 Hey there! What device, operating system, and Spotify version are you using? Are you getting any specific error messages? /KC"
"@SpotifyCares Hey!
Android version is 7.0,
Spotify: https://t.co/lbETUXYIVz",@181534 Hey there! Can you let us know the Android and Spotify versions you're using? We'll see what we can suggest /RH
"@SpotifyCares Nexus 6P, Oreo (8.0), 8.4.21.508","@181536 Hey, that doesn't sound right. Can you let us know the device, operating system, and Spotify version you're using? /RH"
